T96060010335
	hhblits	Q6ZSM3	1.5e-12	41	426	False
	hhblits	P53985	4e-12	41	135	False
	hhblits	Q9UPI3	4.1e-12	118	482	False
	hhblits	P36021	5.8e-12	140	493	False
	hhblits	Q9Y5Y0	1e-11	135	505	False
	hhblits	Q8NDX2	1.7e-11	122	207	False
	hhblits	Q9NRA2	5.4e-11	99	186	False
	hhblits	Q96BI1	8.2e-11	32	406	False
	hhblits	Q8NHS3	1.8e-10	54	162	False
	hhblits	Q96SL1	2.5e-10	81	169	False
T96060010336
	hhblits	Q6ZSM3	3.2e-22	27	421	False
	hhblits	P53985	8.4e-20	273	432	False
	hhblits	P36021	2.8e-19	112	484	False
	hhblits	Q9UPI3	1.7e-18	317	472	False
	hhblits	Q96BI1	4.6e-18	25	402	False
	hhblits	Q9Y5Y0	2.5e-17	363	495	False
	hhblits	Q8NDX2	3.1e-17	322	476	False
	hhblits	O95528	8e-17	19	484	False
	hhblits	Q9NRM0	1.3e-16	333	478	False
	hhblits	Q9NRA2	1.5e-16	193	468	False
T96060010337
	blast	Q9Y5Y0	1.66219e-34	106	485	False
	blast	Q9UPI3	3.94351e-30	83	456	False
	blast	Q96SL1	3.7969e-19	46	434	False
	hhblits	Q96SL1	2.6e-21	45	473	False
	hhblits	Q9Y5Y0	1.1e-19	102	477	False
	hhblits	Q9UPI3	1.7e-18	79	453	False
	hhblits	P53985	3.1e-17	16	403	False
	hhblits	P36021	1.6e-16	99	461	False
	hhblits	Q9NRA2	3.3e-16	38	438	False
	hhblits	Q6ZSM3	9.7e-16	16	390	False
	hhblits	Q8NDX2	2.2e-15	73	463	False
	hhblits	P11166	2.4e-15	10	415	False
	hhblits	Q9NRM0	6.5e-15	54	460	False
T96060010339
	blast	Q96BI1	8.83398e-08	19	174	False
	blast	Q8NHS3	0.000421942	37	185	False
	blast	Q96NT5	0.000427276	95	201	False
	hhblits	Q96BI1	3.4e-28	22	390	False
	hhblits	Q6ZSM3	3.5e-27	20	406	False
	hhblits	Q9NRA2	4e-27	99	450	False
	hhblits	P53985	4.1e-27	21	416	False
	hhblits	Q9UPI3	6.7e-27	92	463	False
	hhblits	Q96NT5	1.6e-26	19	416	False
	hhblits	Q9Y5Y0	2.9e-26	115	486	False
	hhblits	P36021	4.2e-26	104	472	False
	hhblits	Q9NRM0	4.3e-26	69	476	False
	hhblits	Q8NDX2	7.4e-26	122	475	False
T96060010340
	blast	O43772	5.71646e-27	12	294	False
	blast	P12235	8.15461e-23	10	298	False
	blast	P53007	3.3444e-19	30	304	False
	blast	Q96DW6	3.85498e-19	21	296	False
	blast	Q9HC21	1.43303e-18	13	311	False
	blast	O75746	7.70273e-18	333	599	False
	blast	Q00325	3.37209e-15	98	239	False
	blast	Q9UJS0	5.63762e-15	335	601	False
	blast	Q9Y619	4.29993e-14	12	299	False
	blast	Q9H936	1.10789e-06	1	94	False
	hhblits	O43772	3.1e-46	8	296	False
	hhblits	Q9Y619	1.5e-45	10	301	False
	hhblits	Q9HC21	4.3e-45	13	313	False
	hhblits	Q9H936	5.2e-45	10	320	False
	hhblits	Q96DW6	7.6e-45	29	300	False
	hhblits	P12235	7.6e-45	10	296	False
	hhblits	Q00325	2.5e-43	68	342	False
	hhblits	O75746	3.6e-43	328	605	False
	hhblits	P53007	4.2e-43	27	305	False
	hhblits	Q9UJS0	5.8e-43	329	608	False
T96060010341
	blast	P14410	0.0	1099	1732	False
	blast	P10253	9.64264e-176	245	865	False
	hhblits	P14410	4e-162	1099	1732	False
	hhblits	P10253	3e-149	245	866	False
	hhblits	P14410	5e-137	226	839	False
	hhblits	Q07837	11.0	190	222	False
	hhblits	Q96S06	25.0	516	549	False
	hhblits	P16278	29.0	43	127	False
	hhblits	Q92781	28.0	132	163	False
	hhblits	P39656	40.0	412	431	False
	hhblits	P05107	41.0	299	323	False
	hhblits	P28845	45.0	149	168	False
T96060010342
	blast	P14410	2.0622e-154	62	504	False
	blast	P10253	1.38144e-110	79	517	False
	hhblits	P14410	4e-105	1	504	False
	hhblits	P10253	1.9e-93	78	517	False
	hhblits	P14410	2.3e-81	923	1393	False
	hhblits	P06280	0.43	79	139	False
	hhblits	P55273	0.98	102	163	False
	hhblits	Q07837	3.3	110	122	False
	hhblits	Q9BXN2	9.2	46	60	False
	hhblits	Q9BQB6	10.0	34	53	False
	hhblits	Q96T60	10.0	195	223	False
	hhblits	P98073	11.0	12	37	False
T96060010344
	blast	Q8WZA1	2.75545e-21	367	542	False
	hhblits	Q8WZA1	6e-76	230	637	False
	hhblits	Q10469	1.2e-15	117	383	False
	hhblits	Q7Z4T8	6.1e-06	99	250	False
	hhblits	Q14435	0.0043	187	293	False
	hhblits	O60762	0.0086	27	134	False
	hhblits	Q00973	2.3	279	371	False
	hhblits	Q8WTS1	2.5	287	328	False
	hhblits	P46976	2.8	329	346	False
	hhblits	Q86X52	4.2	536	648	False
	hhblits	O14653	4.4	136	175	False
T96060010345
	blast	Q10469	0.0	1	447	False
	hhblits	Q10469	2e-172	1	447	False
	hhblits	Q8WZA1	7.3e-18	301	507	False
	hhblits	O60762	0.0028	25	68	False
	hhblits	Q9UBV7	0.16	86	131	False
	hhblits	P15291	0.67	161	199	False
	hhblits	P98172	1.2	250	307	False
	hhblits	Q00973	2.2	279	311	False
	hhblits	P22830	3.6	220	245	False
	hhblits	Q93063	4.4	456	492	False
	hhblits	Q96D31	5.3	25	57	False
T96060010346
	blast	P16144	0.042766	561	576	False
	hhblits	Q13753	0.28	374	395	False
	hhblits	P24043	0.44	1374	1393	False
	hhblits	Q02763	0.43	329	344	False
	hhblits	Q02763	0.48	239	253	False
	hhblits	P18074	0.5	224	241	False
	hhblits	P78509	0.69	3247	3264	False
	hhblits	Q9NYJ7	0.93	235	251	False
	hhblits	Q99075	1.1	130	155	False
	hhblits	Q96FC9	1.1	386	401	False
	hhblits	P52429	1.1	145	161	False
T96060010347
	blast	P14410	0.0	60	1826	False
	blast	P10253	0.0	89	951	False
	hhblits	P14410	0.0	1	1826	False
	hhblits	P10253	8e-183	78	952	False
	hhblits	P10253	1e-168	84	951	False
	hhblits	Q9BY79	0.47	82	112	False
	hhblits	O75636	0.66	210	234	False
	hhblits	P06280	1.5	82	138	False
	hhblits	Q04446	1.6	258	291	False
	hhblits	O94898	1.6	805	827	False
	hhblits	Q2MV58	2.2	31	44	False
	hhblits	P02671	2.6	474	489	False
T96060010348
	hhblits	P78330	2.6e-09	84	196	False
	hhblits	P34913	3.7e-09	99	209	False
	hhblits	Q96T60	1.8e-08	164	328	False
	hhblits	O15305	0.0077	4	19	False
